metric,value
test_PR_AUC_difference_integrated_minus_transaction_only,-0.0007668235359772901
test_F1_difference_integrated_minus_transaction_only,-0.0010196224880334032
test_recall_difference_integrated_minus_transaction_only,0.0024019215372297342
test_precision_difference_integrated_minus_transaction_only,-0.0009646762279437865
